product_id,product_name,category,description,material,grade,size,price,unit,MOQ,supplier,location,availability,rating
P0924,Corrugated Shipping Box,Packaging,Quality-tested product with bulk supply capability. Corrugated Shipping Box in 24x18x12 inch specification.,Kraft Paper,5 Ply,24x18x12 inch,218.99,kg,250,Global Trade Hub,Mumbai,In Stock,4.4
P0925,Industrial Air Compressor,Machinery,Industrial quality product suitable for bulk commercial procurement. Industrial Air Compressor in 10 HP specification.,Cast Iron,Reciprocating,10 HP,564973.73,piece,2,South India Materials,Salem,Limited Stock,3.9
P0926,Polyester Fabric Roll,Textiles,Quality-tested product with bulk supply capability. Polyester Fabric Roll in 2 m specification.,Polyester,Knitted,2 m,732.19,kg,25,Evergreen Manufacturing,Ahmedabad,In Stock,4.0
P0927,Lead Acid Automotive Battery,Automotive,Reliable supplier-grade material for manufacturing and industrial use. Lead Acid Automotive Battery in 35 Ah specification.,Lead Acid,Maintenance Free,35 Ah,11467.36,meter,500,Kaveri Industrial Solutions,Madurai,In Stock,3.8
P0928,HDPE Granules,Plastic,"Suitable for wholesale buyers, distributors, and regular business orders. HDPE Granules in 500 kg specification.",HDPE,Injection Grade,500 kg,76.72,box,100,Universal B2B Supplies,Kolkata,In Stock,4.6
P0929,Hex Bolt,Hardware,"Suitable for wholesale buyers, distributors, and regular business orders. Hex Bolt in M8 specification.",Carbon Steel,Grade 8.8,M8,951.06,box,50,Techno Supply Co,Pune,In Stock,4.9
P0930,Portland Cement,Construction Materials,Quality-tested product with bulk supply capability. Portland Cement in 50 kg specification.,Cement,OPC 53 Grade,50 kg,1639.2,meter,500,South India Materials,Salem,In Stock,3.8
P0931,PVC Resin,Plastic,Industrial quality product suitable for bulk commercial procurement. PVC Resin in 25 kg specification.,PVC,K67,25 kg,90.5,piece,500,Prime Traders,Coimbatore,In Stock,3.7
P0932,PET Packaging Bottle,Packaging,Reliable supplier-grade material for manufacturing and industrial use. PET Packaging Bottle in 1 L specification.,PET,Food Grade,1 L,5.41,piece,1000,Universal B2B Supplies,Kolkata,Limited Stock,5.0
P0933,Stretch Film Roll,Packaging,Reliable supplier-grade material for manufacturing and industrial use. Stretch Film Roll in 50 micron specification.,LLDPE,Industrial,50 micron,132.34,kg,1000,Sri Lakshmi Enterprises,Erode,In Stock,4.1
P0934,Lead Acid Automotive Battery,Automotive,Reliable supplier-grade material for manufacturing and industrial use. Lead Acid Automotive Battery in 55 Ah specification.,Lead Acid,Maintenance Free,55 Ah,9821.35,box,1000,Sri Lakshmi Enterprises,Erode,Limited Stock,4.5
P0935,LED Panel Light,Electrical,"Suitable for wholesale buyers, distributors, and regular business orders. LED Panel Light in 18W specification.",Aluminium,Commercial,18W,1703.53,kg,250,Universal B2B Supplies,Kolkata,In Stock,4.3
P0936,PVC Resin,Plastic,"Suitable for wholesale buyers, distributors, and regular business orders. PVC Resin in 1000 kg specification.",PVC,K67,1000 kg,180.01,piece,100,Evergreen Manufacturing,Ahmedabad,Limited Stock,3.6
P0937,PP Woven Sack,Packaging,Reliable supplier-grade material for manufacturing and industrial use. PP Woven Sack in 25 kg specification.,Polypropylene,Laminated,25 kg,233.94,piece,50,Universal B2B Supplies,Kolkata,Limited Stock,4.6
P0938,Citric Acid Powder,Chemicals,Quality-tested product with bulk supply capability. Citric Acid Powder in 25 kg specification.,Citric Acid,Food Grade,25 kg,226.53,meter,500,Techno Supply Co,Pune,In Stock,4.6
P0939,Industrial Air Compressor,Machinery,Reliable supplier-grade material for manufacturing and industrial use. Industrial Air Compressor in 15 HP specification.,Cast Iron,Reciprocating,15 HP,187747.93,piece,5,Universal B2B Supplies,Kolkata,Limited Stock,3.6
P0940,Corrugated Shipping Box,Packaging,Reliable supplier-grade material for manufacturing and industrial use. Corrugated Shipping Box in 24x18x12 inch specification.,Kraft Paper,5 Ply,24x18x12 inch,117.1,piece,1000,National Engineering Works,Hyderabad,Limited Stock,4.5
P0941,Citric Acid Powder,Chemicals,Industrial quality product suitable for bulk commercial procurement. Citric Acid Powder in 25 kg specification.,Citric Acid,Food Grade,25 kg,411.96,piece,500,Metro Industrial Supplies,Bengaluru,In Stock,4.6
P0942,Portland Cement,Construction Materials,Reliable supplier-grade material for manufacturing and industrial use. Portland Cement in 25 kg specification.,Cement,OPC 53 Grade,25 kg,1711.21,meter,500,South India Materials,Salem,In Stock,3.6
P0943,Stainless Steel Nut,Hardware,Quality-tested product with bulk supply capability. Stainless Steel Nut in M6 specification.,Stainless Steel,304,M6,1470.45,kg,250,Prime Traders,Coimbatore,In Stock,4.4
P0944,CNC Turning Machine,Machinery,"Suitable for wholesale buyers, distributors, and regular business orders. CNC Turning Machine in 2 Axis specification.",Cast Iron,CNC,2 Axis,163491.87,piece,2,Prime Traders,Coimbatore,In Stock,4.5
P0945,Industrial Air Compressor,Machinery,Quality-tested product with bulk supply capability. Industrial Air Compressor in 10 HP specification.,Cast Iron,Reciprocating,10 HP,244708.03,piece,5,Apex Components,Delhi,In Stock,3.5
P0946,HDPE Granules,Plastic,Quality-tested product with bulk supply capability. HDPE Granules in 25 kg specification.,HDPE,Injection Grade,25 kg,217.52,piece,10,Kaveri Industrial Solutions,Madurai,In Stock,4.5
P0947,PP Granules,Plastic,Reliable supplier-grade material for manufacturing and industrial use. PP Granules in 500 kg specification.,Polypropylene,Injection Grade,500 kg,299.99,meter,50,Kaveri Industrial Solutions,Madurai,In Stock,4.0
P0948,Engine Oil Filter,Automotive,Industrial quality product suitable for bulk commercial procurement. Engine Oil Filter in Medium specification.,Steel,OEM Grade,Medium,383.99,meter,10,Universal B2B Supplies,Kolkata,In Stock,4.9
P0949,PP Granules,Plastic,"Suitable for wholesale buyers, distributors, and regular business orders. PP Granules in 1000 kg specification.",Polypropylene,Injection Grade,1000 kg,111.39,meter,1000,Universal B2B Supplies,Kolkata,In Stock,3.6
P0950,Ceramic Wall Tile,Construction Materials,Industrial quality product suitable for bulk commercial procurement. Ceramic Wall Tile in 600x600 mm specification.,Ceramic,Glossy,600x600 mm,167.2,box,1000,Sri Lakshmi Enterprises,Erode,In Stock,5.0
P0951,Automotive Rubber Hose,Automotive,"Suitable for wholesale buyers, distributors, and regular business orders. Automotive Rubber Hose in 3/4 inch specification.",EPDM Rubber,Heat Resistant,3/4 inch,2183.5,kg,25,Techno Supply Co,Pune,In Stock,4.9
P0952,Automotive Rubber Hose,Automotive,"Suitable for wholesale buyers, distributors, and regular business orders. Automotive Rubber Hose in 1 inch specification.",EPDM Rubber,Heat Resistant,1 inch,5422.31,meter,500,Techno Supply Co,Pune,In Stock,4.4
P0953,Engine Oil Filter,Automotive,Industrial quality product suitable for bulk commercial procurement. Engine Oil Filter in Large specification.,Steel,OEM Grade,Large,8002.01,kg,25,Prime Traders,Coimbatore,In Stock,3.7
P0954,Polyester Fabric Roll,Textiles,Reliable supplier-grade material for manufacturing and industrial use. Polyester Fabric Roll in 2 m specification.,Polyester,Knitted,2 m,288.51,box,50,Techno Supply Co,Pune,Limited Stock,3.6
P0955,Calcium Carbonate Powder,Chemicals,Industrial quality product suitable for bulk commercial procurement. Calcium Carbonate Powder in 500 kg specification.,Calcium Carbonate,Industrial Grade,500 kg,456.65,meter,100,Apex Components,Delhi,In Stock,4.5
P0956,MCB Circuit Breaker,Electrical,"Suitable for wholesale buyers, distributors, and regular business orders. MCB Circuit Breaker in 6A specification.",Thermoplastic,B Curve,6A,1863.77,piece,500,Apex Components,Delhi,In Stock,4.1
P0957,LED Panel Light,Electrical,"Suitable for wholesale buyers, distributors, and regular business orders. LED Panel Light in 36W specification.",Aluminium,Commercial,36W,181.67,piece,10,South India Materials,Salem,In Stock,4.3
P0958,Lead Acid Automotive Battery,Automotive,"Suitable for wholesale buyers, distributors, and regular business orders. Lead Acid Automotive Battery in 35 Ah specification.",Lead Acid,Maintenance Free,35 Ah,7736.1,box,50,Global Trade Hub,Mumbai,In Stock,4.8
P0959,Cotton Grey Fabric,Textiles,Industrial quality product suitable for bulk commercial procurement. Cotton Grey Fabric in 44 inch specification.,Cotton,Greige,44 inch,414.18,piece,100,Prime Traders,Coimbatore,In Stock,3.8
P0960,Titanium Dioxide,Chemicals,"Suitable for wholesale buyers, distributors, and regular business orders. Titanium Dioxide in 25 kg specification.",Titanium Dioxide,Rutile Grade,25 kg,207.01,box,250,Techno Supply Co,Pune,In Stock,4.8
P0961,LED Panel Light,Electrical,Reliable supplier-grade material for manufacturing and industrial use. LED Panel Light in 36W specification.,Aluminium,Commercial,36W,941.51,meter,100,Sri Lakshmi Enterprises,Erode,In Stock,3.5
P0962,Engine Oil Filter,Automotive,"Suitable for wholesale buyers, distributors, and regular business orders. Engine Oil Filter in Large specification.",Steel,OEM Grade,Large,1840.64,box,10,Sri Lakshmi Enterprises,Erode,In Stock,4.5
P0963,Industrial Water Pump,Machinery,"Suitable for wholesale buyers, distributors, and regular business orders. Industrial Water Pump in 2 HP specification.",Cast Iron,Centrifugal,2 HP,592091.61,piece,2,Kaveri Industrial Solutions,Madurai,In Stock,4.9
P0964,Engine Oil Filter,Automotive,"Suitable for wholesale buyers, distributors, and regular business orders. Engine Oil Filter in Medium specification.",Steel,OEM Grade,Medium,10316.37,box,100,Apex Components,Delhi,In Stock,4.5
P0965,PP Granules,Plastic,"Suitable for wholesale buyers, distributors, and regular business orders. PP Granules in 25 kg specification.",Polypropylene,Injection Grade,25 kg,202.32,kg,500,Sri Lakshmi Enterprises,Erode,Limited Stock,4.7
P0966,MS Steel Plate,Steel,Industrial quality product suitable for bulk commercial procurement. MS Steel Plate in 5 mm specification.,Mild steel,IS 2062,5 mm,264.19,kg,100,Kaveri Industrial Solutions,Madurai,In Stock,4.9
P0967,MS Steel Plate,Steel,Quality-tested product with bulk supply capability. MS Steel Plate in 8 mm specification.,Mild steel,IS 2062,8 mm,447.86,kg,250,Metro Industrial Supplies,Bengaluru,In Stock,4.5
P0968,Engine Oil Filter,Automotive,"Suitable for wholesale buyers, distributors, and regular business orders. Engine Oil Filter in Small specification.",Steel,OEM Grade,Small,4499.55,piece,250,Prime Traders,Coimbatore,In Stock,4.1
P0969,CNC Turning Machine,Machinery,Reliable supplier-grade material for manufacturing and industrial use. CNC Turning Machine in 3 Axis specification.,Cast Iron,CNC,3 Axis,219326.19,piece,5,Prime Traders,Coimbatore,In Stock,3.9
P0970,Door Hinge,Hardware,Quality-tested product with bulk supply capability. Door Hinge in 4 inch specification.,Stainless Steel,Heavy Duty,4 inch,5.35,kg,1000,Metro Industrial Supplies,Bengaluru,In Stock,4.9
P0971,Automotive Brake Pad,Automotive,Industrial quality product suitable for bulk commercial procurement. Automotive Brake Pad in Rear specification.,Semi Metallic,OEM Grade,Rear,10202.97,kg,50,Evergreen Manufacturing,Ahmedabad,Limited Stock,4.0
P0972,Corrugated Shipping Box,Packaging,"Suitable for wholesale buyers, distributors, and regular business orders. Corrugated Shipping Box in 12x10x8 inch specification.",Kraft Paper,5 Ply,12x10x8 inch,223.1,piece,500,Global Trade Hub,Mumbai,In Stock,3.7
P0973,Stainless Steel Nut,Hardware,Industrial quality product suitable for bulk commercial procurement. Stainless Steel Nut in M6 specification.,Stainless Steel,304,M6,772.45,piece,500,Techno Supply Co,Pune,Limited Stock,3.5
P0974,Citric Acid Powder,Chemicals,Reliable supplier-grade material for manufacturing and industrial use. Citric Acid Powder in 50 kg specification.,Citric Acid,Food Grade,50 kg,218.44,box,100,South India Materials,Salem,In Stock,3.7
P0975,Industrial Bearing,Hardware,"Suitable for wholesale buyers, distributors, and regular business orders. Industrial Bearing in 6204 specification.",Chrome Steel,6200 Series,6204,531.9,box,50,Sri Lakshmi Enterprises,Erode,In Stock,3.7
P0976,Caustic Soda Flakes,Chemicals,Reliable supplier-grade material for manufacturing and industrial use. Caustic Soda Flakes in 25 kg specification.,Sodium Hydroxide,Industrial Grade,25 kg,239.48,box,10,South India Materials,Salem,In Stock,4.9
P0977,Caustic Soda Flakes,Chemicals,Quality-tested product with bulk supply capability. Caustic Soda Flakes in 50 kg specification.,Sodium Hydroxide,Industrial Grade,50 kg,297.56,piece,50,Kaveri Industrial Solutions,Madurai,Limited Stock,3.7
P0978,HDPE Granules,Plastic,Reliable supplier-grade material for manufacturing and industrial use. HDPE Granules in 25 kg specification.,HDPE,Injection Grade,25 kg,149.15,kg,1000,Sri Lakshmi Enterprises,Erode,In Stock,4.5
P0979,PET Packaging Bottle,Packaging,"Suitable for wholesale buyers, distributors, and regular business orders. PET Packaging Bottle in 1 L specification.",PET,Food Grade,1 L,6.97,box,250,Universal B2B Supplies,Kolkata,Limited Stock,3.6
P0980,CNC Turning Machine,Machinery,"Suitable for wholesale buyers, distributors, and regular business orders. CNC Turning Machine in 2 Axis specification.",Cast Iron,CNC,2 Axis,318962.91,piece,1,Universal B2B Supplies,Kolkata,In Stock,4.8
P0981,Industrial Polyester Yarn,Textiles,Reliable supplier-grade material for manufacturing and industrial use. Industrial Polyester Yarn in 20s specification.,Polyester,Spun,20s,671.04,kg,500,Kaveri Industrial Solutions,Madurai,In Stock,5.0
P0982,Ceramic Wall Tile,Construction Materials,Reliable supplier-grade material for manufacturing and industrial use. Ceramic Wall Tile in 300x450 mm specification.,Ceramic,Glossy,300x450 mm,246.81,kg,50,Prime Traders,Coimbatore,In Stock,4.1
P0983,Ceramic Wall Tile,Construction Materials,Reliable supplier-grade material for manufacturing and industrial use. Ceramic Wall Tile in 300x450 mm specification.,Ceramic,Glossy,300x450 mm,690.83,box,500,ABC Industries,Chennai,In Stock,4.0
P0984,Hex Bolt,Hardware,"Suitable for wholesale buyers, distributors, and regular business orders. Hex Bolt in M12 specification.",Carbon Steel,Grade 8.8,M12,79.38,piece,250,Apex Components,Delhi,In Stock,4.9
P0985,CNC Turning Machine,Machinery,Industrial quality product suitable for bulk commercial procurement. CNC Turning Machine in 3 Axis specification.,Cast Iron,CNC,3 Axis,129507.18,piece,1,ABC Industries,Chennai,In Stock,3.8
P0986,Door Hinge,Hardware,"Suitable for wholesale buyers, distributors, and regular business orders. Door Hinge in 5 inch specification.",Stainless Steel,Heavy Duty,5 inch,647.5,box,500,Prime Traders,Coimbatore,In Stock,4.0
P0987,HDPE Granules,Plastic,"Suitable for wholesale buyers, distributors, and regular business orders. HDPE Granules in 1000 kg specification.",HDPE,Injection Grade,1000 kg,247.21,piece,50,Techno Supply Co,Pune,In Stock,4.6
P0988,AAC Block,Construction Materials,Industrial quality product suitable for bulk commercial procurement. AAC Block in 600x200x100 mm specification.,Autoclaved Aerated Concrete,Grade 4,600x200x100 mm,503.95,meter,10,Apex Components,Delhi,In Stock,4.4
P0989,Portland Cement,Construction Materials,Quality-tested product with bulk supply capability. Portland Cement in 25 kg specification.,Cement,OPC 53 Grade,25 kg,1743.31,piece,25,Evergreen Manufacturing,Ahmedabad,In Stock,3.6
P0990,Automotive Rubber Hose,Automotive,Reliable supplier-grade material for manufacturing and industrial use. Automotive Rubber Hose in 3/4 inch specification.,EPDM Rubber,Heat Resistant,3/4 inch,5769.25,piece,250,Universal B2B Supplies,Kolkata,In Stock,3.7
P0991,Hydraulic Press Machine,Machinery,Industrial quality product suitable for bulk commercial procurement. Hydraulic Press Machine in 100 Ton specification.,Steel,Hydraulic,100 Ton,539574.99,piece,2,Global Trade Hub,Mumbai,Limited Stock,3.6
P0992,Industrial Air Compressor,Machinery,"Suitable for wholesale buyers, distributors, and regular business orders. Industrial Air Compressor in 5 HP specification.",Cast Iron,Reciprocating,5 HP,182635.47,piece,1,Evergreen Manufacturing,Ahmedabad,In Stock,4.9
